textile_type,qty_exported,countries_exported,type_of_product,per_unit_cost,total_price,year_of_export,month_of_export,customer_name,seller_name
batik,149,India,Dress,44.5,6630.5,2022,Feb,Steve Hall,Tracy Marshall
linen,208,Malaysia,Shirt,38.01,7906.08,2021,Dec,Alexis Hernandez,Richard Cook
batik,181,Cambodia,Blouse,74.11,13413.91,2022,Nov,Ellen Barnes,Kristen Cox
polyester,81,United States,Scarf,15.09,1222.29,2020,Nov,Carolyn Hughes,Mrs. Melissa Jensen
silk,343,Malaysia,Shirt,2.48,850.64,2021,Jul,William Maldonado,Ashley Bowen
wool,387,China,Skirt,75.69,29292.03,2021,Jun,Eric Cox,Kelly Rogers
spandex,36,Vietnam,Dress,9.24,332.64,2022,Jan,Chad Torres,Teresa Gregory
rayon,454,Indonesia,Skirt,93.2,42312.8,2022,May,Stephen Payne,Janet Morgan
cotton,307,Malaysia,Shirt,2.64,810.48,2022,Jul,Debra Stewart,Richard Williams
nylon,468,Netherlands,Bags,68.97,32277.96,2022,Feb,Paul Santiago,Cody Walker
wool,255,Indonesia,Shirt,72.74,18548.7,2022,Nov,Brian Nelson,Thomas Garza
batik,390,Korea,Scarf,34.94,13626.6,2020,Jan,Robert Mills,Stephanie Casey
batik,446,Malaysia,Blouse,98.34,43859.64,2022,May,Laura Smith,James White
linen,54,Japan,Blouse,20.96,1131.84,2020,Jun,Johnathan Mathis,Erin Murphy
cotton,240,Indonesia,Dress,85.89,20613.6,2020,Nov,Wendy Johnson,Donald Harrison
flax,26,Hong Kong,Bags,86.08,2238.08,2022,Mar,Karen Gibbs,Evan Chandler
wool,224,United States,Scarf,22.94,5138.56,2020,Jun,James Mills,Kevin Spence
polyester,440,Japan,Jacket,54.22,23856.8,2020,Jul,Elizabeth Rodriguez,Angela Stout
batik,476,China,Skirt,28.94,13775.44,2022,Jul,Danny Lindsey,Angela Bauer
polyester,251,India,Scarf,25.78,6470.78,2022,Jul,Joanne Fowler,Tyler Ortega
polyester,365,Italy,Skirt,38.25,13961.25,2021,Jul,Michelle Armstrong,Jamie Matthews
silk,252,Indonesia,Headwear,3.17,798.84,2022,Dec,Steven Velez,Zachary Morales
batik,76,Vietnam,Blouse,10.59,804.84,2020,Jun,Brittney Gill,John Watkins
wool,476,Japan,Dress,2.13,1013.88,2021,Jun,Laura Jordan,Philip Miller
batik,104,United Kingdom,Blouse,55.92,5815.68,2020,Oct,Emily Ramirez,Daniel Reese
batik,205,Pakistan,Skirt,99.03,20301.15,2022,Feb,George Williamson,David Watson
polyester,47,United Kingdom,Pants,22.13,1040.11,2022,Jun,Linda Lamb,Barbara Hernandez
batik,153,Japan,Dress,68.7,10511.1,2022,Mar,Stephen Thompson,Lisa Mueller
flax,142,Hong Kong,Scarf,53.64,7616.88,2021,Sep,Miranda Pearson,Samuel Bright
rayon,132,France,Bags,30.46,4020.72,2020,Dec,Nicole Vargas,Jennifer Rogers
wool,173,Vietnam,Shawl,56.09,9703.57,2020,Feb,Christina Robbins,Ashley Thomas
cotton,472,Netherlands,Dress,30.76,14518.72,2022,Nov,Becky Graham,Brian Warren
cotton,195,China,Skirt,1.76,343.2,2020,Mar,Alan Romero,Kimberly Williams
batik,313,Vietnam,Skirt,43.39,13581.07,2021,May,Pamela Gross,Johnny Tran
batik,178,United Kingdom,Scarf,7.49,1333.22,2021,Feb,Maxwell Jackson,Chase Price
jute,318,India,Skirt,74.29,23624.22,2021,Jul,Eric Cook,David Chapman
batik,482,United States,Shirt,98.67,47558.94,2021,Feb,Kyle Young,Shannon Lewis
jute,171,Hong Kong,Shirt,14.73,2518.83,2021,Jan,Kristen Phillips,Joseph Gonzalez
batik,260,Vietnam,Skirt,80.91,21036.6,2022,Jul,Samantha Bennett,Karen Powers
batik,168,China,Dress,66.82,11225.76,2022,Oct,Diana Lawrence,Michael Cross
linen,217,India,Blouse,55.57,12058.69,2020,Nov,Dana Beard,Hayley Raymond
batik,329,India,Scarf,5.49,1806.21,2022,Feb,Lauren Romero,Linda Rose
nylon,312,Austria,Skirt,32.06,10002.72,2020,Mar,Brendan Olson,Roy Rios
nylon,134,Indonesia,Scarf,84.93,11380.62,2020,Jul,Sean Wilkinson,Christopher Carr
batik,98,United Kingdom,Scarf,70.93,6951.14,2022,Aug,Joe Banks,Henry Flores
polyester,465,Bangladesh,Headwear,85.58,39794.7,2022,Jun,Robert Jones,Michael Hicks
batik,229,Japan,Scarf,44.69,10234.01,2021,Nov,Benjamin King,Michael Simmons
silk,156,Vietnam,Skirt,67.55,10537.8,2021,Feb,Melissa Griffith,James Caldwell
linen,474,Japan,Blouse,94.48,44783.52,2021,Jul,Cody Mclaughlin,Kelsey Joseph
linen,485,Indonesia,Pants,40.52,19652.2,2020,May,Lisa King,Caitlyn Rice
spandex,471,Japan,Shirt,35.9,16908.9,2021,Apr,Lori King,Emily Bennett
batik,266,Bangladesh,Shawl,32.43,8626.38,2021,May,Paul Jones,Eric Baker
batik,280,Hong Kong,Blouse,75.73,21204.4,2020,Sep,Robin Martin,Dawn Fowler
batik,323,Indonesia,Skirt,85.66,27668.18,2021,Mar,Christina Osborn,Donald Ortega
rayon,37,China,Shirt,86.53,3201.61,2021,Apr,Kimberly Hunt,Mr. Christopher Whitehead DDS
polyester,40,Malaysia,Dress,8.43,337.2,2022,Jan,Nathan Levine,Donna Daniels
batik,97,China,Shirt,66.59,6459.23,2020,Nov,Tara Soto,Sarah Lewis
wool,474,Vietnam,Headwear,24.8,11755.2,2022,Aug,Scott Payne,Erin Miller
wool,199,Malaysia,Scarf,23.48,4672.52,2020,Jan,William Rogers,James Kramer
polyester,69,Indonesia,Scarf,39.0,2691.0,2021,Oct,Aaron Martinez,Shane Wilson
batik,246,United Kingdom,Blouse,0.02,4.92,2021,May,Michelle Walker,Sydney Johnson
flax,412,Vietnam,Blouse,37.37,15396.44,2021,Jul,James Mcknight,Brenda Mathis
batik,190,United Kingdom,Shirt,4.6,874.0,2020,Jul,David Boyd,Diane Torres
batik,437,Indonesia,Shirt,34.75,15185.75,2021,Jun,Jonathan Espinoza,Thomas Brown
linen,307,United Kingdom,Dress,85.39,26214.73,2022,Jul,Margaret Harrington,Jonathan Adams
spandex,192,United States,Headwear,45.13,8664.96,2022,Jun,Michael Mendoza,Joseph Jackson
cotton,292,Vietnam,Shirt,71.68,20930.56,2022,Apr,Carrie Spencer,Heather Rodriguez MD
batik,453,Vietnam,Headwear,14.35,6500.55,2020,Mar,Charles Sellers,Ashley Parsons
cotton,424,United Kingdom,Scarf,80.46,34115.04,2022,Jan,Shawn Fisher,Gerald Jensen
linen,343,Pakistan,Shirt,7.93,2719.99,2021,Jul,Stephanie Williams,Bobby Leon
rayon,334,China,Dress,6.87,2294.58,2020,Oct,Sarah Lawson,Patricia Goodwin
batik,455,United Kingdom,Shirt,53.74,24451.7,2022,Jan,Sarah Turner,Katie Potter
cotton,373,Indonesia,Scarf,11.4,4252.2,2022,Apr,Jeffrey Ross,Kristine Lee
linen,234,China,Shirt,53.22,12453.48,2021,Mar,Louis Kelley,Donald Saunders
spandex,224,Bangladesh,Dress,10.56,2365.44,2021,Oct,Dawn Lewis,Jennifer Flores
jute,427,Korea,Headwear,30.38,12972.26,2021,Jun,Priscilla Nielsen,Frank Schwartz
wool,284,United Kingdom,Blouse,55.79,15844.36,2022,Mar,Dennis Armstrong,Brian Reed
cotton,139,China,Scarf,40.37,5611.43,2021,Dec,Harold Garza,Nathan Romero
rayon,327,Malaysia,Shirt,93.87,30695.49,2020,Sep,Eric Ware,Sally Hopkins
batik,435,Turkey,Skirt,76.9,33451.5,2022,Aug,James Nichols,Adam Bell
rayon,179,Pakistan,Pants,30.77,5507.83,2020,May,Cynthia Alvarez,Stephanie Black
linen,364,Vietnam,Dress,75.11,27340.04,2020,Nov,Erin Blackwell,Kenneth Gardner
batik,300,Bangladesh,Dress,31.0,9300.0,2021,Aug,Melanie Willis,Lindsay Tucker
polyester,190,China,Jacket,61.0,11590.0,2022,Sep,Roger Francis,Dr. Wendy Gonzales
batik,442,Bangladesh,Headwear,47.06,20800.52,2022,Jan,Paul Anderson,Maria King
nylon,73,Japan,Jacket,37.63,2746.99,2022,Jun,Patrick Johnson,Frederick Dean
flax,325,China,Shirt,73.03,23734.75,2021,Feb,Brian Campbell,Thomas Rodriguez
nylon,68,India,Blouse,57.91,3937.88,2020,Oct,Clinton Hoover,Judith Suarez
jute,425,Indonesia,Skirt,59.96,25483.0,2021,Sep,Nancy Beck,Lee Fernandez
batik,143,Malaysia,Jacket,43.5,6220.5,2020,Sep,Pamela Murray,Robert Montoya
batik,249,Malaysia,Shirt,96.65,24065.85,2020,Jun,Tyler Fisher,Collin Garcia
batik,481,Vietnam,Shirt,14.25,6854.25,2021,Jul,John Atkinson,Jason Collins
batik,419,India,Headwear,98.67,41342.73,2021,Oct,Joseph Wilson,Brittany Molina
batik,201,Austria,Shirt,13.78,2769.78,2020,Jan,Lauren Johnson,Keith Potts
batik,43,Malaysia,Jacket,2.27,97.61,2020,Jan,Rachel Reed,Mary Cole
spandex,159,United Kingdom,Skirt,58.44,9291.96,2021,Feb,Dawn Lee,Lori Craig
batik,379,Hong Kong,Scarf,86.67,32847.93,2020,Nov,Jill Washington,Patricia Montoya
batik,254,Vietnam,Skirt,70.27,17848.58,2020,Feb,Barbara Owen,Melissa Moore
cotton,255,United States,Shirt,55.68,14198.4,2022,Dec,Dustin Gregory,Jasmin Thompson
batik,470,Vietnam,Blouse,57.42,26987.4,2022,Dec,Timothy Berry,Jerry Matthews
wool,127,China,Dress,19.25,2444.75,2022,Feb,Wayne Mills,Walter Ortiz
rayon,382,Indonesia,Blouse,23.3,8900.6,2022,Jan,Timothy Duran,Marie Lewis
wool,203,Vietnam,Scarf,3.55,720.65,2021,Mar,Russell Sullivan,Austin Perry
batik,217,Vietnam,Shawl,49.13,10661.21,2020,Nov,Emily Mitchell,Victoria Middleton
linen,130,Vietnam,Dress,22.1,2873.0,2020,Dec,Christine Powell,Joshua Larsen
linen,290,Ukraine,Dress,21.9,6351.0,2021,Jul,Marcus Harris,Kara Williams
polyester,23,Turkey,Shirt,33.99,781.77,2020,Feb,Brandon White,Carol Daniels
rayon,158,China,Dress,78.32,12374.56,2020,Feb,Justin Meyers,Jeremy Osborne
cotton,150,Indonesia,Skirt,74.48,11172.0,2021,Apr,Patrick Williamson DDS,James Murray
polyester,375,United States,Shirt,8.54,3202.5,2022,Apr,Brian Lamb,Courtney Stevenson
jute,104,Bangladesh,Skirt,98.26,10219.04,2020,Aug,Terri Edwards,Marissa Hobbs
spandex,73,India,Shawl,1.95,142.35,2021,May,Dr. Andrew Robles,Roger Jordan
spandex,29,Japan,Dress,24.92,722.68,2020,May,Rhonda Hernandez,Dr. Philip Case
rayon,70,Hong Kong,Dress,45.82,3207.4,2020,Aug,Briana Bentley,Julie Hickman
cotton,123,China,Scarf,3.23,397.29,2020,Jan,Melissa Ellis,Richard Rodriguez
linen,202,United Kingdom,Shirt,8.29,1674.58,2021,Aug,Danielle Graham,Christopher Adams
batik,243,China,Pants,85.95,20885.85,2022,Feb,Lori Perkins,Shannon Tapia MD
spandex,324,Indonesia,Skirt,12.77,4137.48,2021,Apr,Abigail Stout,Rodney Roberts
batik,336,Japan,Skirt,77.96,26194.56,2021,Aug,Jay Hunt,Haley Fuller
linen,476,Indonesia,Skirt,17.68,8415.68,2020,Apr,David Long,Stephanie Coleman
spandex,318,United States,Headwear,17.71,5631.78,2022,Aug,Sherry Moore,Richard Krueger
silk,348,Malaysia,Pants,17.5,6090.0,2021,Mar,Edward Mitchell,Lisa Johnston
polyester,96,India,Bags,62.07,5958.72,2020,Aug,Misty Curry,Sandra Mahoney
cotton,246,Korea,Dress,4.15,1020.9,2020,Aug,Meghan Edwards,Rhonda Davis
silk,219,China,Skirt,50.12,10976.28,2021,Jun,Julia Davis,Jennifer Griffith
wool,291,Indonesia,Pants,33.85,9850.35,2022,May,Teresa Robinson,Cindy Duke
jute,457,Bangladesh,Dress,73.16,33434.12,2020,May,Aaron Jones,Noah Key
rayon,428,United States,Skirt,8.94,3826.32,2020,Apr,Brooke Roman,Richard Cook
batik,3,India,Shirt,46.07,138.21,2021,Mar,Natalie Williams,Angel Taylor
flax,213,Malaysia,Scarf,79.69,16973.97,2021,Jul,Emily Allen,Steven Espinoza
batik,175,Indonesia,Dress,53.51,9364.25,2021,Sep,Gabriel Olson,Alex Tran
silk,209,Japan,Dress,31.0,6479.0,2022,Jul,Juan Neal,Luis Hanson
rayon,189,Austria,Skirt,69.81,13194.09,2022,Dec,Lauren Lambert,Steven Wright
batik,444,Malaysia,Shawl,99.21,44049.24,2020,Feb,Yvette Baker,Christopher Kramer
jute,236,China,Scarf,91.78,21660.08,2022,Jul,Tammy Vazquez,Melissa Mendoza
rayon,155,United States,Shirt,83.97,13015.35,2021,Jan,Daniel Roberson,Jason Ramirez
nylon,19,Austria,Headwear,36.52,693.88,2020,Feb,Denise Hayes,Wesley Castro
batik,115,Japan,Shirt,79.61,9155.15,2020,Oct,Natalie Brown,Amy Stanton
batik,341,United Kingdom,Headwear,16.13,5500.33,2020,Jul,Amy Green,Angelica Noble
batik,85,Pakistan,Skirt,34.01,2890.85,2020,Dec,Kyle Jenkins,Patrick Leach
silk,327,Bangladesh,Headwear,36.55,11951.85,2021,Jan,Aaron Miller,Kelsey Hopkins
spandex,112,Hong Kong,Pants,4.5,504.0,2021,Jul,Mary Adams,Christine Chandler
rayon,121,Hong Kong,Dress,35.97,4352.37,2020,Jun,Brandon Ortiz,Ricky Mcdaniel
jute,213,India,Skirt,81.04,17261.52,2020,Jul,Keith Johnson,Taylor Hernandez
batik,413,Netherlands,Shirt,57.76,23854.88,2022,Aug,Alexis Carrillo,Guy Martinez
batik,318,Malaysia,Scarf,89.56,28480.08,2020,Sep,Amanda Davis,Matthew Newton
wool,37,United Kingdom,Blouse,65.08,2407.96,2021,Sep,Molly Barber,David Waters
cotton,257,Japan,Scarf,26.34,6769.38,2020,Nov,Desiree Lowery,Lindsey Ayala
wool,128,Malaysia,Blouse,36.64,4689.92,2021,Oct,Jacob Sullivan,Karen Barnes
batik,343,Korea,Blouse,63.07,21633.01,2020,Aug,Jessica Rodgers,Christine Nelson
flax,486,Cambodia,Shirt,84.9,41261.4,2022,Jun,Tyler Humphrey,Brian Tanner
flax,157,Hong Kong,Skirt,87.63,13757.91,2022,Apr,Dr. Jacob Roberts,Melinda Powell
spandex,376,Hong Kong,Dress,86.56,32546.56,2020,Mar,Joshua Pacheco,Sean Chandler
wool,410,Indonesia,Blouse,54.48,22336.8,2022,Jul,Melissa Wagner,Daniel Casey
spandex,328,China,Skirt,22.04,7229.12,2021,Sep,Dr. Steven Harrison MD,Andrew Martin
batik,174,Japan,Scarf,92.33,16065.42,2020,Jul,Emily Johnson,Becky Sandoval
spandex,268,Korea,Shirt,98.81,26481.08,2021,Aug,Lydia Bell,Ronald Young
batik,473,Japan,Shawl,20.29,9597.17,2020,May,Shannon Zavala,Jeremy Cox
batik,161,Germany,Bags,90.7,14602.7,2021,Sep,Maria Davis,Michael Moore
batik,444,Pakistan,Bags,92.85,41225.4,2021,Jun,Michael Munoz,Mr. Michael Smith Jr.
polyester,127,Turkey,Dress,94.62,12016.74,2020,Jul,Jo Larson,Madison Lynch
linen,222,Bangladesh,Shirt,57.93,12860.46,2020,Mar,Paul Blake,Jennifer Conley
nylon,246,United States,Blouse,81.39,20021.94,2020,Mar,Jillian Ibarra,Philip Cook
batik,283,United States,Dress,25.36,7176.88,2020,Jul,Christopher Le,Stephanie Hall
nylon,311,China,Dress,80.24,24954.64,2022,May,Daniel Mitchell,Scott Ruiz
nylon,490,Malaysia,Scarf,65.75,32217.5,2020,Dec,Danny Foster,Amber Mcintosh
linen,381,Turkey,Shawl,52.63,20052.03,2020,Dec,Mark Park,Dr. Nicholas Bennett
cotton,251,China,Blouse,10.03,2517.53,2021,Jul,Connie Cox,Michael Garrett
batik,153,United Kingdom,Skirt,26.91,4117.23,2020,Oct,Michael Snyder,Justin Pena
linen,218,Malaysia,Dress,38.67,8430.06,2020,Jun,Bianca Sawyer,Sarah Davis
flax,484,Ukraine,Shawl,24.0,11616.0,2022,Apr,Seth Russell,Robert Anderson
wool,318,Indonesia,Dress,46.96,14933.28,2022,Jan,Christopher Anderson,Jeffrey Wright
batik,246,China,Blouse,29.28,7202.88,2021,Nov,Peter Johnson,Mr. John Palmer
linen,201,United States,Scarf,52.49,10550.49,2022,Jan,Benjamin Davis,Gina Jones
batik,420,United States,Skirt,8.08,3393.6,2022,Mar,Anthony Newton,Cynthia Cannon
rayon,301,Austria,Headwear,62.96,18950.96,2021,Sep,Robert Myers,Jennifer Andrews MD
linen,271,Austria,Dress,44.43,12040.53,2021,Mar,Bonnie Hendrix,James Pope
polyester,350,Malaysia,Skirt,89.28,31248.0,2020,Apr,Sean Johnson,Casey Spence
batik,130,China,Dress,62.8,8164.0,2022,Dec,Stacy Williams,Kenneth Glover
rayon,59,Japan,Scarf,36.0,2124.0,2020,Mar,Robert Ellis,Joseph Davis DDS
cotton,212,India,Blouse,9.21,1952.52,2021,Nov,Stephen Bolton,George Hawkins
wool,369,United States,Dress,74.08,27335.52,2022,Nov,Catherine Jackson,Katie Johnson
wool,280,Japan,Dress,96.13,26916.4,2020,Mar,Elizabeth Hampton,Holly Barrett
silk,445,Hong Kong,Skirt,98.95,44032.75,2022,Aug,Keith Hill,Tiffany Roberts
batik,378,Pakistan,Blouse,37.17,14050.26,2021,May,Douglas Martinez,Sarah Eaton
batik,73,United States,Dress,27.88,2035.24,2021,Nov,April Day,Megan Brown
batik,300,Vietnam,Skirt,54.85,16455.0,2022,Mar,David Joyce,Michael Gray
spandex,282,Turkey,Shirt,26.16,7377.12,2021,Jul,Cheryl Lester,Bridget Cooper
cotton,356,Hong Kong,Blouse,95.3,33926.8,2021,Jun,William Bennett,Robert Porter
nylon,320,United States,Blouse,28.86,9235.2,2022,Nov,William Davis,Michael Ramsey
batik,90,United States,Shirt,50.74,4566.6,2022,Jun,Norman Martin,Gary Reilly
polyester,144,United States,Dress,70.65,10173.6,2020,Jun,Lawrence Vasquez,Adam Kaufman
rayon,98,Hong Kong,Shirt,99.27,9728.46,2020,Dec,Austin Wilson,Tricia Andrews MD
flax,418,Hong Kong,Scarf,30.78,12866.04,2022,May,Kevin White,David Davis
linen,180,India,Scarf,72.97,13134.6,2022,Feb,William Williams,Caroline Mcclain
batik,304,United States,Shirt,44.42,13503.68,2022,Apr,Haley Jones,David Wiggins
jute,241,Bangladesh,Blouse,83.44,20109.04,2020,Mar,Ann Davis,Mark Williams
silk,196,Bangladesh,Jacket,33.08,6483.68,2020,Sep,Alicia Lynch,Darlene Patton
batik,111,India,Skirt,99.95,11094.45,2022,May,James Brown,Melanie Cortez
flax,371,Vietnam,Shirt,32.98,12235.58,2020,Apr,Andrew Lawson,Brian Lane
nylon,209,United States,Dress,91.76,19177.84,2020,Feb,Tyler Griffin,Brandon Deleon
spandex,387,India,Dress,67.73,26211.51,2021,Jan,Kimberly Weaver,Kimberly Davis
batik,29,Bangladesh,Shirt,96.57,2800.53,2022,Mar,Edward Harris,Veronica Villa
polyester,283,China,Dress,11.62,3288.46,2020,Sep,Amy Flores,Jill Richard
wool,438,Austria,Blouse,9.99,4375.62,2022,Jul,Miss Amanda Hensley,Aaron Wong
jute,249,Austria,Dress,95.69,23826.81,2020,Nov,Nicholas Woodward,Ebony Stafford
cotton,61,Italy,Blouse,95.89,5849.29,2022,Sep,Jordan Graham,Jay Nelson MD
linen,306,Hong Kong,Shirt,60.31,18454.86,2021,Oct,Tamara Shea,Michelle Watkins
batik,489,Japan,Dress,44.85,21931.65,2022,Dec,Sharon Strong,Nathan Jackson
batik,66,Hong Kong,Shirt,35.67,2354.22,2021,Apr,Charles Jones,Linda Crawford
cotton,326,United States,Shirt,31.26,10190.76,2021,Sep,Kevin Lewis,Nathaniel Mills
cotton,113,Indonesia,Skirt,23.31,2634.03,2022,May,Manuel Garcia,Taylor Guzman
linen,19,Indonesia,Dress,61.85,1175.15,2021,Jul,David Whitehead,Laura Ford
rayon,99,Malaysia,Shirt,93.07,9213.93,2022,Jul,John Jackson,Thomas Myers
linen,403,Korea,Pants,22.85,9208.55,2020,Jan,Rachel Anderson,William Jackson
nylon,329,Vietnam,Dress,95.34,31366.86,2020,Apr,Katelyn Wilson,Shannon Tapia
jute,42,Indonesia,Dress,56.72,2382.24,2022,Jan,Jacqueline Garcia,Justin Wilson
batik,311,Indonesia,Shawl,96.5,30011.5,2020,Jul,Justin King,Melissa Lambert
batik,180,United Kingdom,Shirt,30.58,5504.4,2020,Jan,Amanda Adkins,Donald Davidson
polyester,211,Korea,Pants,25.93,5471.23,2022,Nov,Sarah Smith,Matthew Taylor
batik,108,Germany,Shirt,14.41,1556.28,2022,Jul,Rachel Mendoza,Shelia Hughes DDS
polyester,448,Hong Kong,Dress,54.22,24290.56,2022,Nov,Monica Benjamin,Jeffrey Liu
silk,258,Japan,Blouse,66.88,17255.04,2022,May,Karen Bennett,Jennifer Cervantes
batik,199,Bangladesh,Blouse,3.17,630.83,2021,Aug,Todd Osborne,Margaret Nelson
polyester,421,United Kingdom,Skirt,59.89,25213.69,2020,Nov,Lisa Clark,Karen Campbell
batik,257,Hong Kong,Shirt,42.31,10873.67,2020,Feb,Paula Mcfarland,Nathan Taylor
flax,40,United Kingdom,Blouse,17.28,691.2,2022,Jul,Andrea Anderson,Erica Castillo
silk,396,Malaysia,Dress,51.42,20362.32,2022,Sep,Donald Mejia,Stephen Turner
batik,83,United Kingdom,Blouse,79.3,6581.9,2021,Jul,Christopher King,Brandon Foster
silk,326,Malaysia,Scarf,34.2,11149.2,2022,Jul,Kendra Rodriguez,Alan Edwards
flax,39,Austria,Jacket,20.46,797.94,2022,Sep,Jennifer Weber,Scott Mann
linen,302,Malaysia,Dress,74.16,22396.32,2020,Aug,Elizabeth Dixon,Karen Hamilton
linen,479,India,Bags,10.05,4813.95,2021,Aug,Cassandra Bennett,Kathryn Hoffman
batik,294,Bangladesh,Shawl,90.2,26518.8,2021,Oct,Rebecca Watkins,Steven Simmons
batik,37,Malaysia,Shawl,93.54,3460.98,2022,Feb,Neil Barrera,Eric Ruiz
nylon,328,China,Dress,51.4,16859.2,2020,Jan,Monica Anderson,Phillip Winters
polyester,118,Malaysia,Shawl,82.44,9727.92,2021,Jan,Tammy Garcia,Juan Lewis
rayon,324,United States,Blouse,34.88,11301.12,2021,Apr,Rhonda Horne,Sophia Nelson
silk,301,Malaysia,Blouse,65.78,19799.78,2020,Jan,Benjamin Thompson,Kristine Black
spandex,240,Hong Kong,Shawl,15.39,3693.6,2020,Jul,Nicole Cooper,Paula Simmons
jute,423,Netherlands,Shawl,52.38,22156.74,2022,Dec,Michelle Combs,Christopher Shaffer
cotton,211,Japan,Dress,87.24,18407.64,2020,Jan,Lacey Sullivan,Kristina Powell
jute,410,United Kingdom,Scarf,1.98,811.8,2021,Feb,Becky Schaefer,Margaret Jimenez
jute,474,India,Blouse,69.0,32706.0,2021,Jan,Taylor Ballard,Victoria Weaver
batik,184,United Kingdom,Blouse,94.28,17347.52,2022,Mar,Chelsea Pittman,Lawrence Myers
batik,361,Vietnam,Scarf,32.9,11876.9,2020,Jan,Bryce Harris,Holly Espinoza
silk,222,Indonesia,Pants,68.86,15286.92,2022,Sep,William Young,Samantha Sanchez
batik,237,Netherlands,Skirt,79.12,18751.44,2022,Jul,Robert Baker,Gary Johnson
linen,364,China,Blouse,92.02,33495.28,2021,Aug,Robert Gillespie,Jennifer Hunter
jute,9,China,Bags,35.19,316.71,2022,Feb,William Logan,Ashley Marshall
flax,24,Malaysia,Shirt,4.61,110.64,2022,Jul,Sandra Wade,Heather Garza
batik,395,United States,Shirt,4.23,1670.85,2022,Jun,Tracy Mcpherson,Drew Glenn
silk,338,Japan,Blouse,63.26,21381.88,2020,Feb,Anne Moore,Samantha Reeves
spandex,479,Ukraine,Pants,24.7,11831.3,2021,Oct,Marcia Martin,Jennifer Clark
batik,155,China,Shirt,59.58,9234.9,2021,Oct,Michele Hughes,Nathan White
batik,486,United States,Jacket,55.25,26851.5,2021,Feb,Nicole Kim,Matthew Cuevas
batik,192,China,Skirt,10.06,1931.52,2020,Sep,Anthony Davidson,Melanie Munoz
silk,364,Japan,Blouse,42.64,15520.96,2022,Jan,James Diaz,Charles Jenkins
batik,374,Germany,Skirt,58.66,21938.84,2020,Jan,Katrina Barnett,Kimberly Wang
spandex,79,Turkey,Shirt,73.37,5796.23,2022,Mar,Matthew Clark,Joshua Smith
jute,439,Indonesia,Blouse,85.82,37674.98,2020,Jan,Brenda Whitehead,James Carter
jute,491,Malaysia,Dress,20.31,9972.21,2022,Feb,Jesse Anderson,Ethan Hodge
batik,394,Pakistan,Scarf,27.11,10681.34,2021,Oct,Sara Griffin,Shelly Evans
polyester,169,Austria,Shirt,85.32,14419.08,2021,Jan,Danny Schmidt,Albert Scott
rayon,288,China,Skirt,77.01,22178.88,2021,Sep,David Lowery,Joshua Harris
batik,464,China,Skirt,60.93,28271.52,2021,Oct,Matthew Buchanan,Stephanie Henderson
batik,341,Japan,Skirt,26.52,9043.32,2020,Feb,Joshua Gonzalez,Tyler Blackburn
flax,30,Bangladesh,Scarf,1.45,43.5,2021,Sep,Alexander Taylor,Todd Taylor
batik,157,Vietnam,Dress,4.97,780.29,2022,Nov,Derek Marks,Tiffany Underwood
nylon,338,Hong Kong,Headwear,30.36,10261.68,2022,Apr,Amanda Nguyen,Amy Rodriguez
batik,406,Japan,Blouse,58.18,23621.08,2021,Feb,Amy Burch,Elizabeth Russell
nylon,254,Japan,Blouse,46.22,11739.88,2020,Feb,John Obrien,Bryan Salazar
cotton,268,United States,Dress,47.67,12775.56,2021,Jan,Donald Long,Karl Williams
linen,73,Vietnam,Bags,69.58,5079.34,2021,Jul,Andrew Jones,Jonathan Fisher
batik,417,Malaysia,Blouse,22.67,9453.39,2021,May,William Palmer,Joseph Campbell
batik,275,United Kingdom,Dress,99.23,27288.25,2022,Jul,Sara Cook,Jerry Allen
batik,373,Indonesia,Scarf,17.98,6706.54,2022,Oct,Dylan Hughes,Cristian Rodriguez
cotton,112,India,Skirt,75.75,8484.0,2021,Apr,Joshua Johns,Lisa Marsh
wool,218,United Kingdom,Scarf,54.71,11926.78,2021,Dec,Michael Bradley,Gregory Ramirez
flax,35,Italy,Pants,44.97,1573.95,2020,Feb,Randy Klein,Isaac Rogers
nylon,41,Indonesia,Dress,94.01,3854.41,2021,Jun,Leah Powell,Susan Gonzalez
batik,298,Vietnam,Scarf,33.05,9848.9,2022,Mar,Kelly Hughes,Alexis Hart
cotton,189,Malaysia,Dress,87.31,16501.59,2022,Aug,Mark Anderson,John Perez
wool,175,Japan,Dress,97.41,17046.75,2021,Oct,Christopher Porter,Heather Cooper
cotton,308,Japan,Skirt,98.17,30236.36,2020,Nov,Jon Thompson,Wesley Moore
batik,41,China,Shirt,52.72,2161.52,2021,Jan,Sandra Perez,Thomas Gardner
spandex,140,Vietnam,Shirt,36.14,5059.6,2021,Jul,Brad Colon,Jamie Maldonado
batik,298,Austria,Blouse,69.57,20731.86,2020,Apr,Joseph Freeman,Zachary Thomas
jute,40,Indonesia,Scarf,77.44,3097.6,2020,May,Kerri Douglas,Steve Serrano MD
linen,287,Malaysia,Skirt,24.3,6974.1,2022,Mar,Roy Lucas,Joanne Olson
batik,252,United Kingdom,Shirt,89.18,22473.36,2020,Oct,Devon Tucker,Donna Foster
jute,190,Germany,Bags,97.0,18430.0,2020,Apr,Christopher Taylor,Denise Johnson
polyester,111,Japan,Scarf,77.23,8572.53,2022,Jun,Victoria Obrien,Teresa Myers
