type_of_textile,qty_exported,countries_exported,type_of_product,price_of_product,year_of_export,month_of_export,customer_name,seller_name
cotton,54,Netherlands,headwear,113.73,2022,1,Kimberly Erickson,Steven Wagner
wool,1,Hong Kong,shirt,84.91,2021,8,Kevin Lin,Holly Cooper
batik,129,Italy,shirt,822.36,2020,9,Mr. Bryan Moore,David Bennett
batik,416,Australia,jacket,692.73,2021,9,Patricia Ross,Natalie Cooley
polyester,73,Germany,shawl,170.81,2020,10,Michelle Andrews,Anthony Greer
batik,461,India,headwear,231.93,2020,10,George Calhoun,Jennifer Davis
polyester,50,United Kingdom,headwear,434.62,2022,7,Russell Stevens,Stephen Robinson
wool,448,United States,headwear,751.54,2022,8,Trevor Hayes,April Mccormick
cotton,289,Hong Kong,jacket,117.27,2022,7,Dylan Austin,Maureen Jimenez
wool,16,Netherlands,headwear,622.35,2021,10,Kristina Rivers,Anna Owens
cotton,311,Hong Kong,shawl,222.58,2020,10,Carlos Lopez,Kristen Neal
linen,414,India,jacket,911.75,2021,5,Katherine Watkins,Katherine Simpson
wool,159,China,shawl,201.25,2022,1,Christopher Gibson,Tricia Le
polyester,80,Canada,scarf,167.41,2021,8,Cheryl Brown,Mr. Kenneth Powell Jr.
batik,499,France,jacket,989.12,2021,9,Randall Marks,Michael Snyder
rayon,438,Japan,blouse,598.01,2021,10,Heather Wallace,Melinda Alvarado
rayon,499,New Zealand,scarf,83.24,2020,11,Amy Freeman,Anna Gutierrez
wool,454,France,shirt,664.92,2020,6,Erik Douglas,Lisa Johnson
batik,120,Italy,pants,545.19,2020,1,Ryan Jackson,Jenna Cain
linen,438,Netherlands,shawl,498.9,2021,12,Jody Hill,Julian Mosley
cotton,72,Australia,shawl,92.45,2022,3,Robert Green,Crystal Mcintosh
cotton,67,France,shirt,931.45,2021,3,Jonathan Little,Robert Turner
batik,206,New Zealand,scarf,311.36,2021,5,Emily Wilson,Jorge Rodriguez
rayon,391,Australia,pants,135.38,2021,3,Cory Douglas,Amanda Oliver
polyester,24,United Kingdom,shirt,20.24,2022,3,David Gallagher,Jim Williams
wool,245,France,bags,117.12,2022,2,Michael Mathews,Donna Robinson
batik,396,Germany,jacket,822.02,2020,11,Jeremy Price,Morgan Foster
silk,56,Canada,scarf,676.45,2021,10,Doris Adams,Michael Fields
polyester,274,South Korea,shirt,504.25,2022,8,Paul Phillips,Mark Hall
polyester,367,Japan,headwear,376.35,2021,2,Anne Johnson,Matthew Lambert
linen,109,Hong Kong,jacket,384.87,2020,5,Kelly Williams,John Miller
silk,141,Italy,dress,358.62,2021,2,Belinda Perry,Crystal Mcguire
linen,132,Hong Kong,pants,461.87,2022,11,Bailey Smith,Nicholas Bean
cotton,267,Canada,jacket,165.22,2021,9,Stephanie Christensen DDS,Alicia Brown
wool,386,New Zealand,skirt,570.26,2021,6,Cheryl Scott,Justin Murphy
silk,289,Japan,shirt,996.34,2022,10,Travis Hoffman,Peter Hardy
batik,65,Hong Kong,jacket,758.57,2021,12,Todd Snyder,Hannah Oliver
rayon,339,Netherlands,skirt,418.08,2021,11,Kathleen Jackson,Alexis Anderson
polyester,300,Japan,dress,844.1,2022,7,Curtis Bowen,Christopher Brown
linen,361,Canada,shawl,154.89,2020,3,Patricia Cunningham,Joseph Gibson Jr.
batik,184,United States,bags,119.4,2020,9,Sharon Reid,Mark Nichols
silk,347,Italy,skirt,643.22,2021,12,Mallory Jackson,Wayne Vincent
cotton,181,Netherlands,skirt,133.84,2020,9,Mrs. Deborah Garcia DDS,Wesley Smith
rayon,194,Italy,jacket,661.36,2020,12,Carlos Price,Marc Higgins
linen,170,Canada,blouse,910.06,2021,5,Steve Sanchez,Edward Rosales
wool,278,France,jacket,159.74,2020,5,Donald Johnson,Leonard Maldonado
silk,495,Australia,blouse,284.66,2022,1,Anthony Rogers,Lauren Wells
rayon,371,United Kingdom,bags,416.31,2022,6,Beth Johnson,Barbara Morris
rayon,259,Italy,headwear,553.36,2022,12,Brent Petersen,Nathan Francis
batik,127,United Kingdom,bags,737.21,2022,6,Stephen Wise,Melissa Johnson
wool,348,Netherlands,pants,786.52,2020,3,Sara Jones,Amy Parker
polyester,296,China,dress,82.88,2022,11,Scott Watson,Scott Rodriguez
batik,80,France,jacket,885.28,2020,12,Stanley Richardson,Kimberly Green
polyester,86,United Kingdom,skirt,757.9,2022,4,Tanya Lara,Crystal Bennett
silk,309,South Korea,jacket,201.44,2022,7,Jean Thomas,Paul Sims
batik,499,Australia,jacket,496.82,2022,1,Ruth Nunez,Christian Thompson
silk,458,Japan,shawl,484.36,2021,7,Dawn Smith,Michael Henry
silk,98,United Kingdom,bags,719.35,2022,6,Gerald Johnson,Ryan Galloway
wool,166,New Zealand,shawl,635.53,2021,7,Margaret Gregory,Oscar Brady
wool,227,United Kingdom,headwear,812.66,2022,9,Robert Patel,Mary White
silk,21,New Zealand,pants,653.49,2021,10,Jim Sanchez,Darin Lee
silk,117,South Korea,blouse,402.17,2021,6,Alicia Lee,Timothy Hawkins
wool,152,United Kingdom,dress,70.85,2020,4,Nicole Moore,Heather Baker
silk,418,China,pants,86.11,2022,12,Jennifer Kramer,Wendy Johnson
wool,293,Hong Kong,dress,628.65,2021,8,Susan Ward,John Ward
silk,333,Australia,shawl,639.32,2020,7,Benjamin Ortiz,Sheryl Rodriguez
rayon,306,Australia,dress,580.15,2022,2,Gabriel Hodges,Lauren Moore
batik,150,Canada,shawl,260.13,2020,8,Richard Russell,Russell Rangel
cotton,224,South Korea,skirt,524.33,2021,1,Michael Gonzalez,Ryan Salazar
rayon,159,South Korea,pants,109.18,2020,1,Joseph Ingram,Gary Rhodes
cotton,335,Italy,jacket,499.41,2020,12,Jamie Blackwell,Ethan Baxter
silk,198,United States,jacket,488.58,2020,10,Dana Hess,Allen Wright
silk,371,Spain,bags,885.05,2021,9,Krystal Woods,Matthew Williams
cotton,90,Spain,shirt,312.25,2021,5,Jenna Anderson,Amanda Knox
linen,459,Spain,jacket,52.93,2020,2,Christine Roberts,Carlos Rios
cotton,401,United Kingdom,skirt,657.25,2020,10,Denise Harris,Howard Hill
silk,55,China,shawl,528.51,2020,5,Amanda Shaw,Alicia Ramirez
wool,480,Japan,shawl,355.48,2022,1,Stacy Gilbert,Angela Ramsey
silk,496,Spain,skirt,444.31,2021,7,Kelly Miller,Louis Ward
silk,242,India,shawl,482.05,2022,12,Kevin Kane,Luis Alvarado
wool,105,South Korea,jacket,348.45,2022,10,Danielle House,Michelle Koch
wool,135,Canada,dress,374.44,2021,11,Lisa Soto,Nathan Anderson MD
silk,390,United Kingdom,bags,174.94,2022,2,Lindsay Flores,Jeremy Pierce
linen,210,Australia,bags,117.52,2022,5,Mark Blanchard,Sherry Davidson
batik,287,South Korea,skirt,485.19,2020,3,Robert Vasquez,Mark Hill
polyester,30,Japan,shirt,19.71,2022,8,Mary Mcpherson,April Morse
cotton,386,New Zealand,blouse,771.16,2022,1,Francisco Reid,Mark Flynn
silk,140,Hong Kong,pants,625.71,2021,4,Rebecca Hale DDS,Dana Smith
wool,305,New Zealand,jacket,450.62,2020,11,Karl Church,Bryan Martinez
polyester,286,Japan,blouse,258.3,2020,11,Micheal Martin,Kelly Duran
rayon,202,Japan,headwear,628.65,2020,7,Tyler Hunt,Carrie Smith
batik,328,United Kingdom,jacket,48.7,2021,9,Patrick Taylor,Rebekah Rocha
wool,480,Australia,blouse,726.47,2022,9,Grace Jackson,Robert Cruz
polyester,461,Italy,pants,894.38,2020,3,Tammy Morris,John Anderson
silk,400,United Kingdom,dress,24.21,2020,5,Penny Perez,Deanna Griffin
cotton,178,Italy,scarf,896.81,2020,3,Nicholas Salinas Jr.,Jenna Stephens
linen,455,Hong Kong,skirt,164.74,2022,5,Tammie Singh,Randall Smith
silk,405,France,pants,481.15,2022,1,Kylie Miller,Mary Hernandez
rayon,87,India,pants,877.11,2020,10,Cheryl Young,Gregory Moore
polyester,2,South Korea,dress,203.64,2021,2,Rebecca Perry,Bethany Sharp
silk,286,Spain,dress,405.98,2020,1,Bobby Cruz,Haley Beck
wool,109,Spain,headwear,671.71,2021,4,Whitney Smith,Vincent Fernandez
polyester,212,Japan,shawl,293.08,2020,2,Theodore Anderson,Felicia Nguyen
wool,310,Japan,shawl,580.69,2022,2,Mark Carter,Sheila Meyers
rayon,182,Italy,headwear,333.55,2022,1,Lori Phillips,Cody Lee
batik,45,Hong Kong,jacket,895.76,2022,5,Jason Ryan,Hannah Howe
batik,160,Germany,shirt,231.07,2022,10,Dr. Jenna Thompson DDS,Dana Walker
silk,290,United States,pants,878.93,2022,7,Melissa Rose,Amber Garrison
wool,480,Canada,jacket,824.98,2020,2,Tracey Thomas,Melissa Valenzuela
wool,197,Spain,shawl,719.15,2021,4,Todd Green,Travis Khan
silk,361,United States,shawl,948.14,2022,11,Lisa Cooke,Joshua Weiss DDS
cotton,16,Australia,blouse,255.78,2021,9,Mary Berry,Peter Martin
batik,264,China,shawl,572.14,2021,12,Paige Patel,Seth Diaz
rayon,243,Germany,shirt,867.8,2022,6,Jimmy Brooks,Sherry Cox
silk,264,France,shawl,191.61,2020,8,Scott Lara,Douglas Scott
linen,213,Japan,blouse,173.13,2021,5,Jerome Morris,Brooke Aguilar
polyester,110,Japan,dress,4.93,2020,6,Krystal Sandoval,Steven Jones
silk,370,France,bags,303.91,2021,4,Kenneth Martinez,Ashley Kennedy
rayon,147,New Zealand,shawl,387.6,2021,10,Sarah George,Christine Bowman
wool,111,Spain,blouse,818.32,2022,7,Elizabeth Shelton,Penny Morgan
linen,218,United States,bags,394.42,2020,4,Caitlyn Kim,Wesley Robinson
wool,241,Italy,bags,632.19,2021,7,Richard Moran,Mr. Jacob Ramos Jr.
polyester,132,India,jacket,964.08,2022,12,Barry Robinson,Brad Smith
cotton,441,China,headwear,968.91,2020,9,Maria Walsh,Brian Thomas
linen,476,India,bags,477.43,2022,10,Roy Malone,Melissa Olsen
rayon,220,Hong Kong,headwear,899.1,2022,4,Christopher Martin,Ryan Fletcher
batik,380,Canada,scarf,360.94,2022,6,Matthew Mendoza,Carla Lin
silk,453,Japan,skirt,424.86,2022,8,Steven Manning,David Stanley
linen,291,New Zealand,shawl,171.92,2022,3,Maureen Kennedy,Mackenzie Mccarty
linen,268,Japan,bags,234.73,2020,5,Elizabeth Harris,Michael Henry
silk,438,United States,skirt,31.06,2022,8,Nathan Mosley,Larry Ward
batik,351,South Korea,headwear,471.28,2020,9,Cynthia Leach,Chad Reid
wool,96,Spain,bags,267.81,2022,1,Joseph Smith,Mary Berry
wool,71,Netherlands,blouse,676.5,2021,9,Jonathon Lopez,Jennifer Parks MD
batik,456,France,scarf,473.29,2021,11,Mark Miller,Brenda Norris
silk,265,Netherlands,dress,890.9,2020,6,Diana Reed,Stephanie Odom
wool,269,Hong Kong,blouse,823.22,2021,9,Jaime Tate,Lisa Shaffer
linen,358,China,scarf,947.95,2022,7,Kaitlyn Davis,Rhonda Alvarez
linen,434,Italy,dress,404.69,2021,7,Raymond Dominguez,Douglas Forbes
cotton,107,Spain,shawl,51.12,2020,9,John Taylor,Theresa Ford
batik,360,Spain,shirt,27.66,2022,12,Julie Marsh,Joel Andrews
cotton,373,Italy,headwear,364.33,2022,2,Dawn Whitaker,Thomas Reyes
rayon,66,United Kingdom,skirt,646.98,2020,2,Sherri Gardner,Kyle Cervantes
polyester,57,Germany,jacket,940.55,2022,7,Robert Frazier,James Rivera
batik,488,Netherlands,headwear,567.59,2022,7,Beth Rogers,Christopher Massey
polyester,311,China,headwear,582.23,2020,7,Brian Butler,Robert Hooper
cotton,467,Netherlands,scarf,898.25,2020,7,Taylor Reyes,Joseph Cook
linen,461,Netherlands,bags,495.98,2021,9,Kimberly Zimmerman,Tammy Smith
linen,43,South Korea,shirt,211.84,2021,4,Jamie Johnson,Joseph Nicholson
silk,94,Japan,shirt,542.36,2021,6,Judy Warren,Justin Miller
wool,167,Hong Kong,shawl,917.61,2022,2,Brenda Wright,Stephanie Nelson
polyester,368,Hong Kong,pants,156.12,2022,3,Allison Zimmerman,Anthony Underwood
linen,235,Australia,blouse,772.41,2021,2,Nicole Graves,Gabriel Velez
silk,104,United States,scarf,371.68,2021,6,Phillip Lang,Miss Samantha Haynes PhD
cotton,276,France,skirt,138.07,2020,1,Dr. Jacob Montes PhD,Lauren Walker
linen,485,United States,headwear,482.22,2020,10,Elizabeth Pratt,Melanie Barr
wool,101,Canada,shawl,105.36,2021,5,Dr. Nancy Mckay,Cory Elliott
batik,160,France,jacket,509.16,2022,3,Wendy Cohen,Brian Castro
rayon,11,Germany,dress,667.22,2021,9,James Anderson,Aaron Estes
polyester,104,Netherlands,dress,422.68,2020,6,Deanna Armstrong,Robin Serrano
polyester,376,United States,jacket,214.81,2021,3,Mark Bell,Brandon Pope
polyester,449,Netherlands,dress,584.04,2021,9,Marilyn Johnson,Katie Serrano
wool,325,Australia,shawl,125.46,2021,9,Barry Massey,Amanda Lopez
cotton,60,Netherlands,skirt,163.87,2022,5,Jessica Fletcher,Cynthia Rivera
rayon,206,Australia,scarf,484.46,2020,8,Sarah Mills,Jason Davis
cotton,337,Germany,shirt,634.64,2021,3,Thomas Nguyen,Zachary Guerrero
silk,15,United States,skirt,465.8,2022,3,Jared Parker,Elizabeth Robinson
batik,218,Hong Kong,skirt,492.83,2021,4,Mark Pierce,Stacy Ayala
polyester,362,Spain,shawl,704.24,2020,1,Joe Robertson,Samantha Johnson
cotton,294,Australia,blouse,850.69,2021,10,Eric Myers,Kimberly Thompson
batik,49,South Korea,blouse,855.2,2022,9,Micheal Durham,Mark Turner
batik,291,Hong Kong,scarf,803.6,2021,2,Steven Casey,Joel Richards
silk,274,Spain,shirt,309.06,2020,5,Ashley Rodgers DDS,David Campbell
rayon,403,Italy,headwear,239.01,2022,12,Jeremiah Sandoval,Robert Chung
rayon,105,Spain,jacket,942.49,2021,11,Kaitlyn Nguyen,Melissa Arnold
cotton,413,China,skirt,372.32,2020,12,Michelle Shaffer,Gary Gutierrez
wool,145,Netherlands,scarf,53.55,2021,6,Brandon Daniel,Kimberly Collier
wool,489,United Kingdom,shirt,181.54,2021,10,Jennifer Mitchell,Ebony Roy
polyester,19,Australia,blouse,465.0,2022,6,Steven Graves,Derrick Turner
silk,64,China,shawl,846.44,2022,11,Latasha Taylor,Lindsey Hughes
rayon,427,Canada,pants,969.1,2022,8,Kelly Marquez,Mrs. Sheri Parsons DDS
silk,470,Australia,skirt,395.45,2020,5,Seth Cook,Brandon Baird
wool,458,Italy,shawl,398.85,2020,5,Matthew Ramsey,Emily King
silk,31,Australia,shawl,679.54,2020,3,David Hicks,Gary Atkins
linen,83,Spain,headwear,961.07,2020,11,Jose Wood,Christopher Hill
batik,142,Spain,shawl,738.51,2022,12,Kim Franklin,Carl Levine
polyester,402,Canada,shawl,393.91,2021,3,Jessica Hawkins,Lindsay West
rayon,320,United Kingdom,skirt,337.76,2020,1,Tina Hatfield,Jose Norris
wool,11,Germany,bags,21.11,2021,2,Andrea James,Samuel Cummings
linen,274,Netherlands,jacket,204.21,2022,8,Michael Shah,Cynthia Cruz
batik,291,Canada,skirt,384.46,2021,12,Richard Le,Erica Riley
linen,79,Japan,headwear,116.38,2020,11,Daniel Green,Christopher Williams
rayon,359,India,jacket,493.12,2021,7,John Jones,David Noble
rayon,265,Spain,shawl,274.87,2022,9,Phillip Savage,Victoria Thomas
rayon,20,Australia,scarf,351.27,2021,5,Anthony Hill,William Stevens
wool,172,China,dress,837.2,2022,4,Rebecca Frost,Tracy Mccoy
polyester,272,Hong Kong,skirt,68.82,2020,6,Jennifer Alvarez,William Rivera
rayon,155,France,pants,834.56,2020,5,Kelsey May,Sarah Brown
linen,15,Italy,pants,253.84,2020,5,Diane Marquez,Melissa Frazier
cotton,375,New Zealand,shawl,644.08,2022,6,Maria Cook,Dana Johnson
rayon,393,Canada,scarf,91.3,2021,12,Jennifer Walker,Jimmy Williams
linen,335,Canada,bags,275.56,2022,7,Marie Russell,Eric Sanchez
wool,97,United States,pants,563.0,2020,2,Vanessa Evans,Olivia Cook
linen,192,Italy,pants,366.4,2022,8,Crystal Wilson,Alexander Martinez
batik,431,South Korea,skirt,679.3,2022,9,Tracy Klein,Caleb Wise
wool,42,Japan,shawl,702.15,2021,3,Brandon Mitchell,Raymond Guerra
wool,426,India,jacket,327.71,2022,9,Mark Wright,Adam Patrick
cotton,360,Italy,shawl,873.09,2020,11,Samuel Edwards,Melissa Wilson
wool,107,United Kingdom,jacket,957.46,2020,7,Kimberly Nielsen,April Lindsey
batik,92,Japan,shirt,367.96,2022,8,Stanley Mack,Justin Gonzalez
wool,437,Canada,skirt,636.8,2022,8,Lynn Lewis,Denise Andrews
wool,375,Canada,jacket,532.37,2021,2,Jessica Figueroa,Jamie Allison
polyester,110,Australia,pants,954.59,2020,6,Blake Wilson,Eric Walker
silk,328,South Korea,bags,69.12,2021,12,Robert Smith,Joanne Daniels
wool,39,United States,scarf,928.35,2021,1,Barry Fuller,Peter Martin
wool,382,United Kingdom,blouse,110.42,2020,1,Kathleen Suarez,Laura Mann
cotton,191,United Kingdom,dress,479.82,2022,11,Hannah Hernandez,Anthony Jones
rayon,328,Italy,shirt,960.29,2021,12,Susan Thompson,Ashley Butler
rayon,175,New Zealand,jacket,532.7,2020,11,Samantha Mcintosh,Melissa Barnett
polyester,289,India,dress,809.38,2020,12,Daniel Gibbs,John Russell
silk,84,Australia,skirt,544.88,2022,7,Alyssa Lara,Scott Harrington
silk,161,South Korea,skirt,138.77,2022,8,Patrick Freeman,Brandon Adams
silk,481,Italy,jacket,623.31,2022,1,Marco Galvan,Ashley Crawford
wool,128,New Zealand,headwear,736.63,2022,4,Cheryl Roberts,Catherine Roberts
rayon,15,United Kingdom,bags,571.73,2020,4,Sheila Rollins,Gina Nguyen
cotton,369,Spain,pants,68.48,2022,5,Donna Vazquez,James Beasley
rayon,324,South Korea,scarf,743.81,2022,5,Ana Peters,Willie Martin
cotton,40,Germany,blouse,12.7,2021,6,Kimberly Cole,Ralph Gibbs
wool,112,France,shawl,405.72,2021,2,Theresa Rodriguez,James Griffin
cotton,273,Netherlands,headwear,666.49,2020,6,Courtney Sanchez,John Schaefer
silk,210,Italy,dress,891.0,2021,6,Joel Parker,Walter Perez
cotton,299,Canada,headwear,335.98,2020,1,Elizabeth Vaughn,Mrs. Lisa Underwood
linen,23,India,dress,14.46,2022,6,Albert Rodgers,Debbie Jones
cotton,307,New Zealand,shirt,100.08,2020,10,David Arnold,Robert Wilson
linen,397,United Kingdom,dress,86.02,2020,3,Belinda Winters,Charles Swanson
batik,246,India,shawl,307.76,2022,5,Ivan Curtis,Christy Flores
wool,19,Australia,scarf,112.46,2020,4,Veronica Oliver,Joshua Smith
rayon,232,Germany,pants,240.69,2020,8,Madeline Park,David Dickerson
silk,308,Spain,dress,674.92,2020,4,Jessica Anderson,Timothy Marshall
polyester,362,China,shawl,86.12,2020,10,Kenneth Reeves,Matthew Terry
batik,422,India,scarf,913.72,2021,4,James Howe,Emily Hampton
silk,451,Canada,dress,164.72,2022,11,Carla Ford,Angela Anderson
linen,337,Japan,pants,438.19,2021,8,Lisa Davis,Karen Haas
linen,8,Australia,jacket,667.97,2022,1,Dustin Cummings,Jacob Norris
rayon,216,China,blouse,202.68,2020,5,Charles Armstrong,Barbara Orozco
linen,187,Japan,jacket,283.08,2021,3,Melissa Murphy,Jamie Small
rayon,133,Italy,shawl,896.21,2020,9,Erika Wolfe,Sean Martin
batik,270,India,bags,518.55,2020,5,Dorothy Richardson,Kyle Valentine
rayon,474,Australia,shawl,749.45,2021,12,Sarah Oneal,Tonya Briggs
silk,448,South Korea,dress,929.54,2020,6,Justin Smith,Mary Wilson
wool,11,South Korea,jacket,443.15,2022,1,Robert Moore,Amber Mitchell
wool,372,Hong Kong,dress,181.0,2022,10,Nicole Flores,Nicholas Johnson
wool,121,Germany,blouse,808.06,2022,2,William Scott,Jennifer Hays
rayon,448,Spain,pants,83.23,2022,3,Julia Nicholson,Nathan Good
batik,91,Italy,shawl,670.73,2022,3,Alejandro Morris,Charlene Graves
polyester,198,New Zealand,dress,163.18,2020,5,Dana Bird,James Cruz
polyester,60,South Korea,dress,223.51,2020,8,Mark Harrison,Stephanie Poole
silk,117,Japan,blouse,855.05,2021,2,Jason Hart,Justin Murphy
wool,255,France,dress,106.98,2021,6,Maria Tran,Lauren Cochran
wool,462,France,scarf,860.51,2022,11,Tyler Thornton,Robert Rogers
wool,304,Japan,jacket,6.42,2020,2,Tammy Graham,Maria Cole
linen,6,United States,shirt,962.95,2020,5,Brenda Ferguson,Mary Robbins MD
rayon,374,Japan,blouse,805.04,2022,8,Dennis Harper,Joseph Hall
batik,263,France,dress,608.55,2022,11,Jodi Marks,Maureen Smith
batik,60,Germany,shawl,174.68,2022,11,Mark Sparks,Christopher Luna
linen,2,Germany,headwear,777.18,2021,4,Curtis Fisher,Michael Cherry
wool,8,Italy,headwear,689.66,2022,6,Amy Jones,Melanie Underwood
batik,81,France,pants,301.6,2022,12,Jacob Anthony,Lance Savage
silk,104,South Korea,jacket,45.64,2021,10,Robert Alvarez,Ryan Kelly
linen,382,Japan,scarf,935.05,2022,12,Wesley Rose,David Murphy II
cotton,141,Canada,headwear,803.36,2022,8,Stephanie Wheeler,Jason Smith
polyester,243,China,dress,290.16,2021,6,Justin Rodriguez,Mark Gross
batik,489,France,bags,358.29,2020,6,Angel Riley,Marcus King
cotton,27,Australia,jacket,333.99,2022,10,Sandra Andrews,Raymond Moore
linen,395,South Korea,bags,730.26,2022,4,Matthew Abbott Jr.,Leslie Bennett
batik,410,Spain,dress,445.14,2020,9,Dr. Nicholas Thomas,Andrew Butler
batik,152,New Zealand,jacket,244.16,2022,1,David Petty,William Dennis
linen,192,China,blouse,195.09,2022,9,Malik Johnson,Sonia Chen
rayon,302,China,bags,470.7,2022,7,Dawn Campbell,Jonathan Davis
cotton,217,India,pants,797.53,2022,11,Gregory Huffman,Kristine Wright
silk,274,Italy,shawl,273.13,2021,4,Angela Short,Ashley Henderson
rayon,431,Canada,pants,171.84,2022,5,Jade Powell,Jeffrey Brown
polyester,85,Canada,shawl,961.36,2021,12,Mark Sanders,Jessica Johnson
silk,167,New Zealand,skirt,778.39,2020,7,Mrs. Sabrina Phelps,James Jones
wool,192,United Kingdom,pants,331.74,2020,10,Christina Mitchell,Krista Dixon
linen,55,China,shawl,643.6,2022,7,Connie Ellis,Kathryn Russell
polyester,190,China,scarf,156.79,2022,8,Linda Merritt,Jose Jones
polyester,348,Spain,dress,227.17,2022,2,Amanda Thomas,Rebecca Lopez
wool,12,New Zealand,jacket,269.95,2022,11,Robert Tucker,Ronald Rosales
batik,373,India,pants,415.87,2021,5,Sonya Roberts,Christy Cardenas
polyester,336,United States,jacket,551.31,2021,1,Jeremy Hall,Phillip Sandoval
rayon,170,United States,dress,217.42,2020,6,Joanna Rogers,Aaron Ramos
rayon,362,Spain,jacket,864.9,2021,6,Amber Love,Jacob Park
silk,128,Japan,dress,326.62,2021,12,Alexa Bowen,Ashley Lawson
batik,51,Spain,skirt,828.84,2021,12,Michael Reynolds,Brandon Snyder
linen,11,New Zealand,jacket,346.64,2021,12,Cheryl Anderson,Nicholas Payne
wool,395,Australia,headwear,459.27,2020,5,Sara Ray,Colton Moss
